wife.n.01	husband.n.01	0.3333333333333333
book.n.01	textbook.n.01	0.5
groom.n.03	bride.n.01	0.3333333333333333
night.n.07	day.n.07	0.3333333333333333
south.n.05	north.n.06	0.3333333333333333
plane.n.05	airport.n.01	0.1111111111111111
uncle.n.01	aunt.n.01	0.2
horse.n.01	mare.n.01	0.5
bottom.n.04	top.n.04	0.3333333333333333
friend.n.01	buddy.n.01	0.5
scholar.n.01	student.n.01	0.2
universe.n.01	globe.n.03	0.16666666666666666
leg.n.07	sleeve.n.01	0.3333333333333333
airplane.n.01	jet.n.01	0.5
woman.n.01	man.n.01	0.3333333333333333
sawhorse.n.01	colt.n.01	0.09090909090909091
actress.n.01	actor.n.01	0.5
teacher.n.02	teacher.n.01	0.0625
movie.n.01	film.n.05	0.16666666666666666
bird.n.01	hawk.n.01	0.3333333333333333
discussion.n.02	dictionary.n.01	0.05555555555555555
money.n.02	wage.n.01	0.1
dog.n.03	guy.n.01	0.2
area.n.01	region.n.03	0.5
united_states_navy.n.01	united_states_army.n.01	0.3333333333333333
book.n.10	literature.n.03	0.25
apparel.n.01	closet.n.04	0.125
sunset.n.03	sunrise.n.03	0.3333333333333333
child.n.03	adult.n.01	0.3333333333333333
cow.n.01	cattle.n.01	0.5
record.n.05	report.n.03	0.2
winter.n.01	summer.n.01	0.3333333333333333
cab.n.03	cab.n.02	0.125
tree.n.01	maple.n.02	0.3333333333333333
layer.n.01	bedroom.n.01	0.16666666666666666
roof.n.02	ceiling.n.01	0.125
disease.n.01	infection.n.01	0.25
sleeve.n.01	shoulder.n.04	0.3333333333333333
sheep.n.03	lamb.n.04	0.2
dame.n.02	gentleman.n.01	0.2
gravy_boat.n.01	anchor.n.01	0.1111111111111111
priest.n.02	monk.n.01	0.14285714285714285
toe.n.02	finger.n.03	0.3333333333333333
river.n.01	stream.n.01	0.5
anger.n.01	fury.n.01	0.5
date.n.04	calendar.n.03	0.1111111111111111
sea.n.01	ocean.n.01	0.3333333333333333
second.n.06	minute.n.04	0.3333333333333333
hand.n.01	thumb.n.01	0.25
wood.n.01	log.n.01	0.5
mud.n.01	soil.n.02	0.5
hallway.n.01	corridor.n.01	0.5
way.n.11	manner.n.03	0.25
mouse.n.03	cat.n.03	0.2
bull.n.05	sheriff.n.01	0.25
death.n.01	burying.n.01	0.125
music.n.01	tune.n.01	0.5
beer.n.01	alcohol.n.01	0.3333333333333333
mouth.n.08	brim.n.01	0.14285714285714285
storm.n.01	hurricane.n.01	0.25
tax.n.01	income.n.01	0.1
flower.n.01	violet.n.01	0.14285714285714285
paper.n.01	cardboard.n.01	0.5
floor.n.03	ceiling.n.03	0.3333333333333333
beach.n.01	seashore.n.01	0.25
rod.n.01	curtain.n.01	0.2
hound.n.01	fox.n.01	0.2
street.n.01	alley.n.01	0.5
gravy_boat.n.01	deck.n.02	0.16666666666666666
car.n.02	horn.n.08	0.16666666666666666
acquaintance.n.03	guest.n.01	0.2
employer.n.01	employee.n.01	0.2
hand.n.01	wrist.n.01	0.125
ball.n.10	cannon.n.05	0.25
alcohol.n.01	brandy.n.01	0.3333333333333333
victory.n.01	triumph.n.02	0.07692307692307693
telephone.n.02	booth.n.01	0.125
door.n.04	doorway.n.01	0.14285714285714285
motel.n.01	hostel.n.01	0.25
apparel.n.01	fabric.n.01	0.2
steak.n.01	meat.n.01	0.3333333333333333
nail.n.02	thumb.n.02	0.125
dance_band.n.01	orchestra.n.01	0.3333333333333333
koran.n.01	bible.n.01	0.3333333333333333
commercial_enterprise.n.02	industry.n.02	0.5
winter.n.01	season.n.02	0.5
ten.n.01	hundred.n.01	0.3333333333333333
alcohol.n.01	gin.n.01	0.3333333333333333
hat.n.01	coating.n.01	0.2
window.n.07	door.n.04	0.2
arm.n.01	wrist.n.01	0.1111111111111111
house.n.01	apartment.n.01	0.25
glass.n.07	crystal.n.05	0.3333333333333333
wine.n.01	brandy.n.01	0.25
creator.n.02	maker.n.01	0.5
dinner.n.01	breakfast.n.01	0.3333333333333333
arm.n.01	muscle.n.02	0.125
bubble.n.01	soapsuds.n.01	0.3333333333333333
bread.n.01	flour.n.01	0.25
death.n.01	calamity.n.01	0.16666666666666666
absence.n.02	presence.n.06	0.2
artillery.n.01	cannon.n.01	0.5
grass.n.02	blade.n.02	0.14285714285714285
ball.n.01	basket.n.03	0.25
hose.n.02	garden.n.01	0.07692307692307693
son.n.01	child.n.02	0.3333333333333333
church.n.02	choir.n.03	0.16666666666666666
apparel.n.01	drawer.n.01	0.14285714285714285
column.n.04	bell.n.05	0.2
father.n.01	parent.n.01	0.5
school.n.04	class.n.02	0.2
parent.n.02	adult.n.02	0.25
bar.n.05	jail.n.01	0.125
car.n.02	highway.n.01	0.125
dictionary.n.01	definition.n.02	0.05263157894736842
door.n.04	basement.n.01	0.25
army.n.01	host.n.05	0.5
metallic_element.n.01	aluminum.n.01	0.5
chair.n.01	bench.n.07	0.3333333333333333
cloud.n.01	fog.n.01	0.3333333333333333
male_child.n.01	son.n.01	0.25
body_of_water.n.01	ice.n.02	0.2
layer.n.01	blanket.n.03	0.5
lawyer.n.01	lawyer.n.01	1000.0
area.n.03	zone.n.04	0.25
business.n.01	company.n.04	0.25
apparel.n.01	fabric.n.01	0.2
sweater.n.01	jacket.n.01	0.2
money.n.02	capital.n.02	0.16666666666666666
hand.n.13	animal_foot.n.01	0.25
alcohol.n.01	cocktail.n.01	0.3333333333333333
yard.n.01	inch.n.01	0.3333333333333333
atom.n.02	atom.n.01	0.25
lens.n.05	television_camera.n.01	0.25
meal.n.01	dinner.n.01	0.5
center.n.01	rip.n.02	0.14285714285714285
deity.n.01	satan.n.01	0.3333333333333333
loop.n.02	belt.n.01	0.5
rat.n.01	mouse.n.01	0.3333333333333333
motor.n.01	engine.n.01	0.5
car.n.01	cab.n.03	0.5
big_cat.n.01	lion.n.01	0.5
size.n.05	magnitude.n.01	0.5
world.n.03	illusion.n.02	0.16666666666666666
door.n.01	gate.n.01	0.3333333333333333
computerized_tomography.n.01	positron_emission_tomography.n.01	0.25
tin.n.01	aluminum.n.01	0.3333333333333333
bone.n.01	jaw.n.01	0.5
grain.n.02	wheat.n.02	0.5
house.n.12	keystone.n.02	0.14285714285714285
rake.n.01	human_body.n.01	0.1
door.n.04	corridor.n.01	0.14285714285714285
deity.n.01	spirit.n.04	0.3333333333333333
capability.n.01	competence.n.01	0.3333333333333333
abundance.n.01	plenty.n.01	0.5
sofa.n.01	chair.n.01	0.3333333333333333
wall.n.06	brick.n.01	0.2
horn.n.08	drum.n.01	0.2
organ.n.01	liver.n.01	0.3333333333333333
strength.n.01	might.n.01	0.5
idiom.n.04	discussion.n.02	0.25
band.n.06	parade.n.01	0.16666666666666666
abdomen.n.01	waist.n.01	0.25
cloud.n.02	storm.n.01	0.3333333333333333
joy.n.01	pride.n.01	0.25
noise.n.01	rattle.n.01	0.5
rain.n.01	mist.n.01	0.1111111111111111
beer.n.01	beverage.n.01	0.25
man.n.03	uncle.n.02	0.2
