old_ADJ	new_ADJ	1.58
smart_ADJ	intelligent_ADJ	9.2
hard_ADJ	difficult_ADJ	8.77
happy_ADJ	cheerful_ADJ	9.55
hard_ADJ	easy_ADJ	0.95
fast_ADJ	rapid_ADJ	8.75
happy_ADJ	glad_ADJ	9.17
short_ADJ	long_ADJ	1.23
stupid_ADJ	dumb_ADJ	9.58
weird_ADJ	strange_ADJ	8.93
wide_ADJ	narrow_ADJ	1.03
bad_ADJ	awful_ADJ	8.42
easy_ADJ	difficult_ADJ	0.58
bad_ADJ	terrible_ADJ	7.78
hard_ADJ	simple_ADJ	1.38
smart_ADJ	dumb_ADJ	0.55
insane_ADJ	crazy_ADJ	9.57
happy_ADJ	mad_ADJ	0.95
large_ADJ	huge_ADJ	9.47
hard_ADJ	tough_ADJ	8.05
new_ADJ	fresh_ADJ	6.83
sharp_ADJ	dull_ADJ	0.6
quick_ADJ	rapid_ADJ	9.7
dumb_ADJ	foolish_ADJ	6.67
wonderful_ADJ	terrific_ADJ	8.63
strange_ADJ	odd_ADJ	9.02
happy_ADJ	angry_ADJ	1.28
narrow_ADJ	broad_ADJ	1.18
simple_ADJ	easy_ADJ	9.4
old_ADJ	fresh_ADJ	0.87
apparent_ADJ	obvious_ADJ	8.47
inexpensive_ADJ	cheap_ADJ	8.72
nice_ADJ	generous_ADJ	5
weird_ADJ	normal_ADJ	0.72
weird_ADJ	odd_ADJ	9.2
bad_ADJ	immoral_ADJ	7.62
sad_ADJ	funny_ADJ	0.95
wonderful_ADJ	great_ADJ	8.05
guilty_ADJ	ashamed_ADJ	6.38
beautiful_ADJ	wonderful_ADJ	6.5
confident_ADJ	sure_ADJ	8.27
dumb_ADJ	dense_ADJ	7.27
large_ADJ	big_ADJ	9.55
nice_ADJ	cruel_ADJ	0.67
impatient_ADJ	anxious_ADJ	6.03
big_ADJ	broad_ADJ	6.73
strong_ADJ	proud_ADJ	3.17
unnecessary_ADJ	necessary_ADJ	0.63
restless_ADJ	young_ADJ	1.6
dumb_ADJ	intelligent_ADJ	0.75
bad_ADJ	great_ADJ	0.35
difficult_ADJ	simple_ADJ	0.87
necessary_ADJ	important_ADJ	7.37
bad_ADJ	terrific_ADJ	0.65
mad_ADJ	glad_ADJ	1.45
honest_ADJ	guilty_ADJ	1.18
easy_ADJ	tough_ADJ	0.52
easy_ADJ	flexible_ADJ	4.1
certain_ADJ	sure_ADJ	8.42
essential_ADJ	necessary_ADJ	8.97
different_ADJ	normal_ADJ	1.08
sly_ADJ	clever_ADJ	7.25
crucial_ADJ	important_ADJ	8.82
harsh_ADJ	cruel_ADJ	8.18
